Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
LP000403,36400,14600,Employed,38,Single,0,773,0,0.176,15300,121200,101000,180,Education,Semiurban,Graduate,Female,PSU,Y
LP000404,37400,24200,Employed,26,Single,2,799,1,0.364,23500,225600,188000,180,Home Improvement,Semiurban,Graduate,Female,Government,Y
LP000405,27700,8100,Self-Employed,53,Married,0,614,0,0.361,6200,0,139000,240,Debt Consolidation,Rural,Postgraduate,Female,MNC,N
LP000406,52800,0,Business Owner,43,Single,0,563,2,0.226,11100,177600,148000,180,Home Purchase,Semiurban,High School,Male,MNC,N
LP000407,19100,0,Employed,43,Single,0,704,0,0.432,13400,66000,55000,240,Home Purchase,Semiurban,Postgraduate,Female,Self-Employed,Y
LP000408,33300,9100,Employed,46,Married,2,636,1,0.401,16400,378000,189000,240,Home Purchase,Rural,Graduate,Male,Private Sector,N
LP000409,39000,0,Employed,33,Married,0,829,0,0.418,24100,86400,108000,360,Debt Consolidation,Semiurban,High School,Male,Private Sector,Y
LP000410,49400,0,Employed,27,Married,0,682,0,0.321,23800,131200,164000,240,Home Improvement,Urban,Graduate,Male,MNC,Y
LP000411,55700,22300,Self-Employed,35,Divorced,0,615,1,0.178,16600,156000,130000,360,Home Purchase,Urban,Postgraduate,Male,Self-Employed,N
LP000412,18500,0,Self-Employed,64,Married,2,588,2,0.418,5000,0,74000,360,Personal,Rural,Postgraduate,Male,MNC,N
LP000413,14500,13100,Employed,47,Married,1,767,1,0.293,8100,0,95000,360,Home Purchase,Rural,Graduate,Male,Private Sector,Y
LP000414,78200,23000,Employed,46,Married,0,634,2,0.181,9100,411000,274000,180,Business,Semiurban,High School,Female,Private Sector,N
LP000415,44300,0,Employed,53,Single,1,683,0,0.455,12100,82800,69000,240,Debt Consolidation,Semiurban,Graduate,Male,MNC,N
LP000416,23200,0,Business Owner,35,Married,1,756,1,0.53,39000,114000,76000,240,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000417,92100,25800,Contract,56,Married,2,641,1,0.316,5600,271500,181000,240,Business,Semiurban,Postgraduate,Male,Government,N
LP000418,38900,9400,Employed,47,Married,0,676,0,0.536,11300,58400,73000,240,Home Improvement,Semiurban,High School,Male,Private Sector,N
LP000419,73700,0,Employed,25,Single,2,678,1,0.329,32400,296400,247000,360,Debt Consolidation,Urban,High School,Male,Self-Employed,Y
LP000420,37800,22800,Business Owner,22,Married,0,734,1,0.282,12900,0,125000,240,Debt Consolidation,Rural,Graduate,Female,Government,Y
LP000421,125000,0,Contract,53,Married,2,727,1,0.257,23400,518000,259000,240,Home Purchase,Semiurban,Postgraduate,Male,MNC,Y
LP000422,104100,21500,Employed,36,Single,0,662,2,0.484,13200,522000,435000,360,Home Improvement,Semiurban,Graduate,Male,Private Sector,N
LP000423,31300,15400,Employed,43,Married,0,685,1,0.242,18700,62400,78000,120,Education,Urban,Graduate,Male,Private Sector,Y
LP000424,65100,0,Employed,58,Single,0,650,0,0.394,12100,127200,159000,240,Home Purchase,Urban,High School,Male,Self-Employed,N
LP000425,53500,0,Employed,36,Married,1,561,0,0.264,21300,124800,104000,360,Home Purchase,Semiurban,High School,Female,Private Sector,Y
LP000426,82600,0,Employed,34,Married,0,700,1,0.274,4500,214400,268000,180,Education,Semiurban,High School,Male,Government,Y
LP000427,20400,0,Employed,49,Married,2,831,0,0.423,13800,56800,71000,360,Home Purchase,Semiurban,Graduate,Male,Government,Y
LP000428,54800,0,Employed,46,Married,0,609,0,0.282,17200,301500,201000,180,Home Improvement,Urban,High School,Female,MNC,N
LP000429,68500,14300,Employed,55,Single,2,618,1,0.28,21100,282000,188000,360,Debt Consolidation,Semiurban,High School,Male,Private Sector,N
LP000430,12600,0,Self-Employed,35,Married,2,610,1,0.433,44800,17600,22000,240,Debt Consolidation,Rural,Graduate,Female,Private Sector,N
LP000431,17900,14500,Employed,23,Single,1,737,0,0.48,12000,67200,56000,240,Debt Consolidation,Urban,Graduate,Female,Self-Employed,Y
LP000432,10700,17400,Employed,43,Married,2,715,2,0.384,52000,117000,78000,240,Home Purchase,Semiurban,Postgraduate,Female,Government,Y
LP000433,30900,51500,Employed,49,Married,2,667,1,0.255,8800,0,357000,180,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,N
LP000434,55900,15900,Employed,54,Married,0,606,0,0.269,39100,232500,155000,180,Home Improvement,Semiurban,Doctorate,Female,Private Sector,N
LP000435,89400,0,Contract,53,Divorced,2,687,2,0.328,29400,0,203000,240,Home Improvement,Semiurban,Graduate,Male,PSU,Y
LP000436,38000,13000,Employed,61,Married,0,554,1,0.352,5900,110400,92000,240,Home Improvement,Semiurban,Postgraduate,Female,Private Sector,Y
LP000437,96500,26200,Employed,61,Married,1,691,1,0.221,19700,488400,407000,240,Home Improvement,Rural,Postgraduate,Male,Government,Y
LP000438,15900,0,Self-Employed,43,Married,2,749,1,0.392,16000,67200,56000,240,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000439,13100,0,Employed,27,Married,0,579,0,0.329,21300,67500,45000,240,Home Purchase,Semiurban,High School,Female,Self-Employed,N
LP000440,35100,34900,Business Owner,23,Married,0,557,1,0.148,10400,0,286000,360,Business,Urban,Graduate,Male,MNC,N
LP000441,45700,0,Employed,52,Single,1,806,1,0.227,14000,108000,135000,240,Debt Consolidation,Urban,Graduate,Female,Government,Y
LP000442,35600,0,Employed,51,Married,2,631,3,0.27,42000,81600,68000,180,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000443,10500,0,Employed,38,Single,3,770,2,0.313,15800,37500,25000,360,Home Purchase,Urban,Graduate,Male,Self-Employed,Y
LP000444,34400,0,Employed,63,Married,1,667,1,0.509,28800,0,120000,360,Home Purchase,Rural,Postgraduate,Male,Private Sector,N
LP000445,16600,12800,Business Owner,27,Single,2,667,0,0.344,12400,147000,98000,180,Home Purchase,Rural,High School,Male,Self-Employed,N
LP000446,54300,26800,Business Owner,61,Single,3,715,0,0.236,60400,200800,251000,240,Business,Urban,Graduate,Female,Government,Y
LP000447,45300,6700,Employed,21,Married,0,609,0,0.342,7900,0,185000,240,Education,Semiurban,Graduate,Male,MNC,N
LP000448,20700,0,Employed,34,Divorced,0,690,1,0.285,9400,106500,71000,240,Education,Semiurban,Graduate,Female,Private Sector,Y
LP000449,26700,0,Business Owner,52,Married,2,649,0,0.352,48900,0,111000,360,Education,Rural,Postgraduate,Female,MNC,N
LP000450,19200,26000,Contract,26,Divorced,2,574,1,0.378,9000,176400,147000,120,Education,Semiurban,High School,Female,Private Sector,N
LP000451,35000,0,Employed,59,Single,2,706,0,0.441,56600,0,134000,360,Debt Consolidation,Urban,Postgraduate,Female,Private Sector,Y
LP000452,64400,0,Employed,30,Married,1,658,3,0.318,29900,116000,145000,120,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,N
LP000453,20100,14700,Employed,27,Married,0,667,0,0.484,13100,147600,123000,240,Business,Semiurban,Postgraduate,Male,Private Sector,N
LP000454,49100,0,Business Owner,46,Married,1,583,3,0.411,3000,248400,207000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000455,26400,19000,Employed,54,Married,0,807,3,0.249,17700,145200,121000,240,Home Purchase,Rural,Postgraduate,Male,Private Sector,Y
LP000456,22600,0,Employed,50,Married,0,750,1,0.541,18100,104400,87000,180,Home Purchase,Rural,Postgraduate,Female,Self-Employed,Y
LP000457,34100,0,Self-Employed,56,Married,2,757,2,0.353,42900,0,125000,360,Debt Consolidation,Semiurban,Postgraduate,Female,Private Sector,Y
LP000458,19500,0,Employed,41,Married,0,655,1,0.236,52000,39600,33000,360,Home Purchase,Semiurban,High School,Female,MNC,Y
LP000459,26100,40500,Employed,37,Single,2,541,1,0.485,7000,432000,216000,360,Home Purchase,Rural,Postgraduate,Female,Private Sector,N
LP000460,17700,19000,Employed,53,Married,1,836,0,0.528,35300,103500,69000,240,Debt Consolidation,Urban,Postgraduate,Male,Government,Y
LP000461,118000,11500,Employed,30,Married,1,675,0,0.317,27700,0,570000,180,Education,Urban,High School,Male,Government,Y
LP000462,37100,9300,Employed,62,Married,0,620,1,0.27,32600,0,183000,360,Debt Consolidation,Urban,Doctorate,Male,PSU,N
LP000463,23900,0,Employed,32,Married,0,713,1,0.303,23700,88000,44000,240,Education,Rural,Postgraduate,Male,Self-Employed,Y
LP000464,41300,28600,Employed,36,Married,0,773,1,0.391,3600,156000,130000,360,Home Purchase,Semiurban,Graduate,Female,Government,Y
LP000465,33900,16900,Employed,61,Married,3,678,0,0.448,13300,200400,167000,240,Home Purchase,Urban,Graduate,Male,MNC,Y
LP000466,31800,38400,Business Owner,52,Single,2,782,1,0.377,6900,267000,178000,240,Debt Consolidation,Rural,Postgraduate,Female,Private Sector,Y
LP000467,52500,0,Self-Employed,35,Single,1,766,0,0.33,14500,67200,84000,360,Debt Consolidation,Semiurban,Graduate,Female,Government,Y
LP000468,57200,17900,Employed,47,Married,0,593,0,0.47,28900,282000,235000,240,Home Improvement,Rural,Graduate,Male,Private Sector,N
LP000469,26400,0,Employed,48,Single,3,626,0,0.289,17800,140000,70000,180,Business,Urban,Graduate,Male,Private Sector,Y
LP000470,25700,0,Employed,37,Married,0,756,0,0.423,42200,55200,46000,180,Business,Semiurban,Postgraduate,Male,Private Sector,Y
LP000471,30800,28100,Employed,22,Single,0,462,0,0.291,13500,0,230000,240,Education,Semiurban,Graduate,Male,MNC,N
LP000472,9100,14600,Employed,56,Single,1,668,2,0.363,5300,0,101000,120,Home Purchase,Semiurban,Graduate,Female,Government,N
LP000473,14600,0,Self-Employed,27,Married,3,565,0,0.309,1700,0,55000,240,Home Purchase,Semiurban,Graduate,Male,MNC,N
LP000474,82500,0,Employed,33,Married,0,641,1,0.314,16100,490500,327000,240,Debt Consolidation,Rural,Postgraduate,Female,Government,Y
LP000475,97400,22400,Employed,35,Married,0,656,0,0.282,12300,206400,258000,360,Home Purchase,Urban,Graduate,Female,Private Sector,N
LP000476,31300,22100,Employed,45,Married,3,651,2,0.454,6600,0,122000,240,Home Purchase,Rural,Graduate,Male,MNC,N
LP000477,51300,33500,Self-Employed,43,Single,0,635,1,0.247,3600,360000,180000,360,Home Purchase,Urban,Postgraduate,Female,Self-Employed,Y
LP000478,43800,10600,Employed,42,Married,0,592,0,0.246,7300,0,206000,180,Home Purchase,Urban,Postgraduate,Female,Self-Employed,N
LP000479,230300,25300,Self-Employed,46,Single,1,850,1,0.532,16200,0,1110000,240,Home Purchase,Urban,Graduate,Female,Government,Y
LP000480,71100,0,Employed,53,Divorced,2,829,1,0.418,31400,0,260000,120,Home Purchase,Urban,Postgraduate,Male,MNC,Y
LP000481,33600,7400,Business Owner,31,Married,1,587,1,0.081,15200,0,170000,360,Home Improvement,Urban,Graduate,Male,MNC,N
LP000482,20500,0,Business Owner,30,Single,3,806,0,0.263,65000,84000,70000,360,Home Improvement,Rural,Postgraduate,Male,Private Sector,Y
LP000483,13900,0,Employed,45,Single,2,648,4,0.139,6300,74000,37000,360,Home Improvement,Semiurban,Graduate,Male,Private Sector,N
LP000484,41000,17300,Employed,57,Divorced,0,690,1,0.225,31100,243000,162000,240,Home Improvement,Semiurban,Graduate,Female,Private Sector,Y
LP000485,23100,0,Employed,63,Divorced,3,674,0,0.05,15600,48000,40000,240,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,Y
LP000486,15500,14100,Employed,58,Single,1,627,2,0.306,24300,56400,47000,360,Home Purchase,Urban,Postgraduate,Female,Government,Y
LP000487,24600,12900,Self-Employed,61,Married,0,758,1,0.206,11900,160800,134000,360,Home Purchase,Urban,Graduate,Male,PSU,Y
LP000488,19000,18300,Business Owner,44,Single,1,690,2,0.326,36200,0,105000,360,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000489,99900,10500,Self-Employed,60,Married,0,641,1,0.157,18100,0,348000,240,Home Improvement,Semiurban,High School,Female,MNC,N
LP000490,61600,10500,Business Owner,53,Single,0,575,2,0.328,7400,458000,229000,360,Home Purchase,Semiurban,Postgraduate,Male,MNC,N
LP000491,36100,25300,Employed,37,Single,0,608,0,0.279,13400,0,143000,180,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000492,88300,10200,Employed,44,Married,1,548,2,0.47,10100,0,288000,180,Personal,Semiurban,Postgraduate,Male,Private Sector,N
LP000493,38000,0,Self-Employed,57,Married,2,680,2,0.461,22400,133200,111000,120,Debt Consolidation,Semiurban,Graduate,Male,Government,N
LP000494,21700,22700,Employed,22,Married,1,584,0,0.399,5100,141600,118000,180,Business,Rural,Graduate,Female,MNC,N
LP000495,90600,0,Self-Employed,52,Married,3,658,0,0.287,14300,0,359000,360,Home Purchase,Urban,Graduate,Male,PSU,N
LP000496,50200,12900,Employed,44,Married,0,789,0,0.519,24100,0,180000,360,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000497,19500,32800,Employed,29,Single,0,775,3,0.165,17700,138400,173000,360,Business,Semiurban,Graduate,Female,Self-Employed,Y
LP000498,32400,11000,Unemployed,24,Divorced,0,677,0,0.18,44300,218400,182000,360,Home Improvement,Rural,Graduate,Male,Private Sector,Y
LP000499,21500,0,Employed,37,Divorced,0,673,1,0.312,27800,0,88000,240,Home Improvement,Urban,Graduate,Female,MNC,Y
LP000500,15800,0,Unemployed,37,Married,0,830,0,0.545,18400,79200,66000,360,Debt Consolidation,Semiurban,Graduate,Male,Government,Y
LP000501,63300,26700,Contract,50,Single,2,721,1,0.3,19100,249600,208000,240,Debt Consolidation,Urban,Graduate,Female,Private Sector,Y
LP000502,114200,0,Self-Employed,60,Single,3,653,1,0.302,18400,274500,183000,360,Home Improvement,Semiurban,Graduate,Male,Private Sector,Y
LP000503,15700,0,Self-Employed,31,Married,3,565,3,0.176,17400,28800,36000,360,Home Purchase,Urban,Postgraduate,Female,Private Sector,N
LP000504,50900,0,Employed,41,Married,0,711,1,0.415,3700,0,119000,360,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000505,24600,43000,Business Owner,41,Married,2,746,2,0.415,13100,343200,286000,240,Education,Semiurban,Postgraduate,Female,MNC,Y
LP000506,27100,29400,Employed,38,Single,0,629,1,0.399,4300,234000,195000,360,Home Purchase,Urban,Graduate,Female,Private Sector,N
LP000507,25500,0,Employed,49,Married,0,703,0,0.257,43500,0,45000,180,Debt Consolidation,Urban,Graduate,Male,Government,Y
LP000508,21600,0,Self-Employed,44,Single,2,650,0,0.249,13800,49200,41000,240,Home Improvement,Urban,Postgraduate,Female,Private Sector,Y
LP000509,37400,0,Employed,30,Married,1,665,1,0.191,12700,0,74000,360,Personal,Urban,High School,Male,MNC,N
LP000510,22100,23400,Employed,37,Single,0,480,3,0.328,21900,0,154000,240,Debt Consolidation,Rural,Graduate,Male,MNC,N
LP000511,42700,22200,Employed,38,Married,1,662,2,0.212,20700,289200,241000,360,Debt Consolidation,Semiurban,Graduate,Female,MNC,N
LP000512,35200,0,Employed,62,Married,0,757,0,0.202,6800,115200,144000,240,Business,Rural,Postgraduate,Female,Government,Y
LP000513,31500,0,Business Owner,40,Married,2,629,0,0.278,13200,204000,136000,240,Business,Semiurban,High School,Male,Private Sector,Y
LP000514,21100,0,Employed,57,Married,1,684,0,0.271,11600,52800,44000,360,Home Improvement,Rural,Doctorate,Male,MNC,Y
LP000515,25700,30500,Contract,38,Single,3,619,3,0.266,3400,164400,137000,240,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,N
LP000516,57100,10900,Self-Employed,37,Married,0,708,2,0.367,9100,181200,151000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,Y
LP000517,49000,0,Business Owner,29,Single,0,662,2,0.328,12700,151200,126000,240,Home Improvement,Semiurban,Postgraduate,Male,Private Sector,N
LP000518,20200,0,Employed,34,Married,1,604,1,0.291,12300,0,86000,180,Education,Semiurban,Postgraduate,Male,MNC,N
LP000519,38500,0,Self-Employed,49,Married,1,786,1,0.338,5300,186000,124000,360,Education,Semiurban,Postgraduate,Female,MNC,Y
LP000520,57000,85400,Employed,51,Married,0,754,1,0.221,42200,1058000,529000,180,Home Purchase,Urban,High School,Female,MNC,Y
LP000521,13300,0,Business Owner,24,Married,2,631,0,0.331,12900,0,40000,360,Debt Consolidation,Urban,Postgraduate,Female,Private Sector,N
LP000522,50300,16500,Employed,38,Single,2,719,1,0.335,16500,0,106000,360,Debt Consolidation,Semiurban,Graduate,Male,Private Sector,Y
LP000523,24400,23600,Business Owner,40,Married,3,722,0,0.17,22200,0,81000,180,Personal,Semiurban,Graduate,Female,Self-Employed,Y
LP000524,51100,0,Unemployed,63,Single,2,731,0,0.42,8700,190800,159000,360,Home Improvement,Urban,Postgraduate,Female,Government,Y
LP000525,23000,0,Employed,64,Divorced,2,544,2,0.232,17500,100800,84000,360,Debt Consolidation,Urban,Graduate,Male,Private Sector,N
LP000526,12300,0,Employed,29,Married,1,760,2,0.329,12600,39000,26000,180,Home Purchase,Semiurban,Graduate,Male,Government,Y
LP000527,13700,20200,Self-Employed,33,Married,2,634,1,0.436,6900,186000,124000,180,Debt Consolidation,Rural,Graduate,Female,Private Sector,N
LP000528,37400,23100,Employed,35,Single,0,651,1,0.413,22900,285600,238000,240,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000529,42400,25200,Business Owner,47,Divorced,0,850,1,0.323,62400,222000,185000,360,Business,Urban,Graduate,Female,Private Sector,Y
LP000530,21100,22300,Employed,35,Single,0,704,2,0.284,28000,194400,162000,360,Business,Rural,Postgraduate,Female,Private Sector,Y
LP000531,53300,0,Employed,48,Married,1,649,2,0.415,30200,174000,145000,240,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,N
LP000532,13400,13200,Contract,57,Single,0,503,2,0.387,7400,112800,94000,360,Debt Consolidation,Urban,Graduate,Female,Self-Employed,N
LP000533,34900,13600,Self-Employed,39,Married,3,791,2,0.258,4900,220800,184000,360,Education,Rural,Graduate,Male,Government,Y
LP000534,17600,0,Business Owner,46,Divorced,0,572,0,0.241,42000,94800,79000,360,Home Purchase,Semiurban,Graduate,Male,Government,Y
LP000535,24600,22500,Employed,46,Divorced,0,599,0,0.113,69000,142800,119000,360,Home Purchase,Semiurban,High School,Female,MNC,Y
LP000536,37400,26600,Self-Employed,45,Married,1,653,1,0.335,50000,210000,175000,240,Education,Rural,High School,Male,PSU,Y
LP000537,21700,22700,Employed,46,Married,0,793,0,0.312,13500,106800,89000,360,Business,Rural,Graduate,Male,Private Sector,Y
LP000538,28800,41700,Self-Employed,46,Married,0,741,2,0.434,6600,178800,149000,360,Business,Urban,Postgraduate,Male,Self-Employed,Y
LP000539,66400,18000,Self-Employed,48,Married,0,667,0,0.356,6300,362400,302000,360,Home Purchase,Urban,Graduate,Male,Government,N
LP000540,25700,25200,Employed,38,Single,1,704,0,0.453,4100,259200,216000,240,Home Purchase,Urban,Doctorate,Female,Private Sector,Y
LP000541,60000,0,Employed,52,Married,1,631,1,0.25,12900,193200,161000,180,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000542,18400,0,Employed,23,Married,2,691,3,0.434,55600,0,38000,240,Home Purchase,Urban,Graduate,Male,Government,Y
LP000543,49900,25500,Self-Employed,22,Married,2,685,0,0.267,13600,0,178000,240,Business,Urban,Postgraduate,Female,MNC,Y
LP000544,86200,0,Employed,53,Divorced,1,757,1,0.398,21500,296400,247000,360,Home Purchase,Rural,High School,Female,Private Sector,Y
LP000545,8200,0,Self-Employed,62,Married,0,757,1,0.174,50700,22800,19000,240,Home Improvement,Rural,Graduate,Female,Government,Y
LP000546,22500,0,Employed,39,Married,0,719,0,0.344,11600,100000,50000,360,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000547,51300,0,Self-Employed,37,Married,2,651,1,0.122,73900,152000,190000,360,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000548,32200,15100,Self-Employed,64,Divorced,0,739,2,0.293,81000,57600,72000,360,Personal,Urban,High School,Female,Self-Employed,Y
LP000549,45400,28100,Employed,53,Single,0,672,1,0.364,13500,0,229000,180,Home Purchase,Urban,Graduate,Female,Self-Employed,N
LP000550,25300,0,Employed,32,Married,2,593,2,0.268,8300,0,98000,360,Home Purchase,Urban,High School,Female,Government,N
LP000551,38300,0,Employed,23,Married,1,647,0,0.215,25200,132000,88000,360,Home Purchase,Semiurban,Graduate,Male,PSU,Y
LP000552,33100,0,Self-Employed,63,Married,0,686,0,0.405,11600,0,110000,360,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000553,73200,18100,Business Owner,46,Married,0,752,3,0.31,6600,384000,320000,240,Debt Consolidation,Rural,Doctorate,Male,Private Sector,Y
LP000554,42300,13000,Employed,55,Married,3,665,1,0.271,41300,230400,192000,240,Home Purchase,Semiurban,Doctorate,Male,Private Sector,N
LP000555,44500,0,Self-Employed,28,Single,2,583,1,0.324,34400,151200,126000,180,Home Improvement,Urban,Postgraduate,Male,Government,Y
LP000556,28400,22300,Employed,56,Married,2,684,2,0.584,17200,193500,129000,240,Business,Urban,Graduate,Male,Government,N
LP000557,27100,23100,Employed,27,Single,1,689,0,0.435,5600,241200,201000,180,Debt Consolidation,Semiurban,Graduate,Female,Government,Y
LP000558,28000,13900,Contract,56,Married,1,694,2,0.436,5800,126400,158000,240,Home Purchase,Rural,Graduate,Female,Private Sector,N
LP000559,46000,6100,Employed,36,Single,3,753,0,0.364,18300,192000,128000,360,Home Improvement,Semiurban,Graduate,Female,Private Sector,Y
LP000560,28200,0,Employed,44,Single,3,761,0,0.337,11400,76500,51000,240,Home Purchase,Urban,Postgraduate,Female,Self-Employed,Y
LP000561,43200,14200,Employed,21,Married,0,632,0,0.08,10700,0,98000,240,Home Improvement,Semiurban,Graduate,Male,Self-Employed,N
LP000562,126200,11700,Employed,45,Married,2,630,2,0.252,31800,0,246000,360,Home Improvement,Urban,Postgraduate,Female,MNC,N
LP000563,61200,25500,Employed,30,Married,0,596,0,0.272,23900,0,282000,180,Home Purchase,Rural,Postgraduate,Male,MNC,N
LP000564,29900,14800,Employed,36,Married,0,735,2,0.133,49300,59200,74000,360,Business,Semiurban,Graduate,Female,Government,Y
LP000565,74700,30600,Self-Employed,36,Married,2,795,3,0.204,8000,528000,264000,180,Education,Semiurban,Postgraduate,Male,Private Sector,Y
LP000566,28400,24600,Employed,28,Married,1,654,1,0.122,11100,238800,199000,120,Business,Semiurban,Postgraduate,Male,Private Sector,Y
LP000567,10700,0,Employed,49,Divorced,3,660,1,0.316,27000,20000,25000,180,Home Purchase,Semiurban,Postgraduate,Female,MNC,N
LP000568,19800,9100,Employed,59,Married,0,797,1,0.402,25400,165000,110000,360,Debt Consolidation,Urban,Graduate,Female,Government,Y
LP000569,11800,33100,Employed,48,Single,1,720,0,0.431,54600,201600,168000,240,Education,Urban,Postgraduate,Female,Private Sector,Y
LP000570,29400,20600,Self-Employed,26,Married,3,714,1,0.361,22300,89600,112000,360,Home Purchase,Urban,Graduate,Female,PSU,N
LP000571,36700,0,Contract,36,Single,3,584,1,0.224,57000,270000,135000,240,Business,Rural,Graduate,Male,Self-Employed,N
LP000572,99300,0,Employed,40,Married,0,734,4,0.127,25200,558000,372000,120,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,Y
LP000573,44200,0,Business Owner,36,Single,0,605,3,0.144,31500,178500,119000,360,Home Purchase,Urban,Postgraduate,Female,Government,Y
LP000574,31800,22100,Employed,27,Married,1,589,2,0.193,10100,138000,115000,180,Business,Rural,Graduate,Male,Self-Employed,Y
LP000575,59700,10800,Employed,61,Married,0,652,2,0.231,14700,324000,216000,360,Business,Urban,Postgraduate,Male,Private Sector,N
LP000576,9600,0,Employed,34,Married,3,633,1,0.304,29200,0,41000,180,Business,Urban,High School,Male,Government,N
LP000577,41800,8400,Employed,63,Married,3,662,1,0.219,53600,206400,172000,240,Education,Urban,Graduate,Female,Government,N
LP000578,57700,31500,Employed,46,Married,0,564,2,0.354,22500,360000,180000,360,Home Purchase,Semiurban,High School,Male,Private Sector,Y
LP000579,15000,13200,Self-Employed,46,Married,0,756,1,0.297,15700,80000,100000,360,Home Purchase,Semiurban,Postgraduate,Male,Self-Employed,Y
LP000580,72100,38800,Employed,34,Married,0,770,3,0.321,51600,462000,308000,240,Education,Semiurban,Postgraduate,Male,Private Sector,Y
LP000581,44500,13800,Business Owner,27,Single,3,524,1,0.434,2000,229200,191000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000582,28300,7700,Employed,53,Married,0,758,1,0.202,5400,0,133000,180,Home Improvement,Urban,Graduate,Female,Private Sector,Y
LP000583,53100,0,Employed,46,Married,1,615,2,0.362,23600,243000,162000,360,Debt Consolidation,Rural,High School,Female,Private Sector,N
LP000584,141800,33500,Self-Employed,40,Single,1,748,3,0.319,16800,0,691000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000585,40500,16700,Employed,23,Married,1,674,0,0.287,24400,252000,210000,180,Home Purchase,Rural,Graduate,Male,MNC,Y
LP000586,42100,13700,Employed,24,Married,0,682,2,0.409,16000,0,187000,240,Debt Consolidation,Semiurban,Postgraduate,Male,Private Sector,Y
LP000587,27600,19500,Self-Employed,46,Married,0,665,1,0.408,23400,184000,92000,180,Business,Semiurban,Graduate,Female,Government,N
LP000588,21800,23200,Business Owner,31,Divorced,3,776,0,0.225,9000,144000,180000,240,Home Improvement,Semiurban,Postgraduate,Male,MNC,Y
LP000589,59800,0,Self-Employed,22,Single,3,580,2,0.302,20400,0,258000,180,Home Improvement,Semiurban,Postgraduate,Male,Private Sector,N
LP000590,21700,37200,Self-Employed,34,Single,2,728,1,0.348,35900,0,113000,360,Debt Consolidation,Urban,High School,Female,Government,Y
LP000591,37900,0,Self-Employed,64,Married,0,768,1,0.293,45400,224000,112000,360,Home Purchase,Rural,Postgraduate,Male,MNC,Y
LP000592,27300,0,Contract,50,Single,0,737,0,0.379,82200,74400,62000,120,Home Purchase,Urban,Graduate,Female,Government,Y
LP000593,48400,14700,Employed,32,Married,1,850,1,0.348,23000,284400,237000,240,Debt Consolidation,Urban,Graduate,Male,Private Sector,Y
LP000594,44400,20500,Employed,46,Married,0,637,1,0.503,17700,285600,238000,240,Home Purchase,Semiurban,Postgraduate,Female,Government,N
LP000595,67700,0,Employed,64,Married,3,756,1,0.167,5000,156000,130000,360,Home Purchase,Semiurban,Graduate,Male,PSU,Y
LP000596,26700,0,Employed,53,Married,1,671,0,0.308,9800,0,110000,240,Debt Consolidation,Urban,Doctorate,Male,Private Sector,Y
LP000597,30900,21400,Self-Employed,33,Married,0,778,3,0.229,14800,128400,107000,240,Debt Consolidation,Rural,Postgraduate,Male,Private Sector,Y
LP000598,20200,0,Self-Employed,34,Married,3,679,1,0.38,35000,0,79000,240,Home Purchase,Rural,Graduate,Female,Government,Y
LP000599,27800,18300,Employed,44,Married,3,648,2,0.158,8800,264000,132000,180,Debt Consolidation,Semiurban,High School,Female,Private Sector,Y
LP000600,45500,12300,Employed,54,Married,0,784,1,0.355,33000,216000,144000,120,Debt Consolidation,Semiurban,Graduate,Male,Government,Y
LP000601,57200,16100,Self-Employed,64,Single,1,640,1,0.257,14200,174000,145000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000602,20900,0,Employed,46,Married,0,566,1,0.247,10900,0,42000,120,Education,Urban,Postgraduate,Female,Private Sector,N
LP000603,61200,0,Self-Employed,41,Single,0,638,1,0.175,17300,319500,213000,240,Home Purchase,Semiurban,High School,Female,Government,N
LP000604,81900,30300,Employed,48,Married,0,729,1,0.273,11900,0,354000,240,Business,Rural,Graduate,Female,Private Sector,Y
